,id,year_birth,education,marital_status,income,kidhome,teenhome,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,mnt_total_sin_vino,mntwines_sin_cero,mnt_wines_box
803,9930,1944,PhD,Single,82716.0,0,0,8,606,148,228,15,148,22,1,6,8,13,2,561,606.0,13.839374770545199
804,3483,1958,Graduation,Married,48192.0,0,0,76,1039,43,204,153,58,29,3,2,8,12,8,487,1039.0,16.119600294708402
805,4599,1976,Master,Married,49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,47,411.0,12.354005051307867
806,7326,1971,Master,Married,56850.0,0,1,83,34,1,19,2,7,0,1,1,1,3,2,29,34.0,5.28561879406011
807,7352,1957,Graduation,Married,55267.0,0,1,28,161,28,136,32,3,45,4,3,4,6,3,244,161.0,9.24243854731957
808,2350,1972,Graduation,Married,59666.0,1,1,87,623,53,178,23,17,133,7,3,2,8,8,404,623.0,13.95004012977563
809,9145,1972,Graduation,Single,72504.0,0,1,43,604,26,470,123,161,94,2,5,9,6,2,874,604.0,13.82619586820988
810,2964,1981,Graduation,Married,26872.0,0,0,0,3,10,8,3,16,32,1,1,1,2,6,69,3.0,1.2398505612761228
811,5585,1972,Graduation,Single,21359.0,1,0,1,12,2,17,6,1,10,2,2,0,3,8,36,12.0,3.2885808404328944
812,9687,1975,Graduation,Single,73170.0,0,0,1,184,174,256,50,30,32,1,5,4,6,2,542,184.0,9.648256382073612
813,3732,1955,Master,Married,52750.0,0,1,72,393,0,239,90,69,69,6,5,7,9,4,467,393.0,12.190560109485576
814,6303,1986,PhD,Together,91820.0,0,0,72,410,73,747,76,161,30,0,5,5,12,1,1087,410.0,12.345073575163706
815,11176,1970,PhD,Together,65968.0,0,1,12,376,9,83,19,4,4,2,5,4,7,3,119,376.0,12.030713696415184
816,2986,1976,Graduation,Married,30772.0,1,1,89,7,2,4,2,1,4,1,1,0,2,6,13,7.0,2.4184891682868024
817,7462,1954,Graduation,Single,22507.0,0,0,67,68,0,226,51,157,68,3,10,2,4,9,502,68.0,6.886603862826373
818,3900,1972,Graduation,Married,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,127,642.0,14.070957419086291
819,7034,1978,2n Cycle,Married,25804.0,1,0,34,8,7,9,13,6,12,2,2,0,3,8,47,8.0,2.6247053095507065
820,9493,1980,PhD,Single,76412.0,0,0,15,840,53,804,23,71,17,1,5,4,8,3,968,840.0,15.188555353053003
821,1143,1972,Graduation,Married,22063.0,1,0,43,7,10,13,3,11,11,2,2,0,3,7,48,7.0,2.4184891682868024
822,1,1961,Graduation,Single,57091.0,0,0,0,464,5,64,7,0,37,1,7,3,7,5,113,464.0,12.804696382128572
823,3855,1963,Graduation,Married,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,132,30.0,5.021207078408531
824,5536,1959,Graduation,Together,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,465,1492.0,17.805872019894057
825,5989,1959,2n Cycle,Divorced,78353.0,0,1,51,752,122,476,39,153,34,1,10,2,11,8,824,752.0,14.72059305602526
826,9499,1954,Graduation,Married,93404.0,1,2,97,1279,15,287,20,0,15,3,3,4,7,5,337,1279.0,17.071912624178285
827,6768,1962,Graduation,Divorced,37859.0,1,2,75,22,1,8,2,1,2,2,1,0,3,8,14,22.0,4.395974737150925
828,2150,1958,PhD,Widow,80995.0,0,1,83,860,28,409,73,56,56,1,8,9,4,4,622,860.0,15.289506493079958
829,6646,1984,Graduation,Together,16529.0,1,0,23,3,0,5,13,0,1,1,1,0,3,6,19,3.0,1.2398505612761228
830,4887,1976,PhD,Divorced,55412.0,1,1,65,10,5,28,11,1,8,1,2,0,3,5,53,10.0,2.9828618582312485
831,8560,1992,Graduation,Single,48789.0,0,0,94,351,16,156,7,5,145,1,6,4,7,6,329,351.0,11.785022389411067
832,3321,1967,PhD,Together,56575.0,0,2,42,421,5,90,0,16,10,3,7,3,7,5,121,421.0,12.442395540729269
833,11003,1980,2n Cycle,Together,25130.0,1,0,10,2,5,7,0,18,18,2,2,0,3,7,48,2.0,0.7477012808066248
834,10402,1967,Graduation,Married,35441.0,1,1,94,25,1,9,2,1,1,2,1,0,3,8,14,25.0,4.64860867107991
835,9904,1956,Graduation,Married,71391.0,0,1,50,336,123,274,46,123,141,5,6,5,12,3,707,336.0,11.63094437467234
836,6141,1972,Master,Single,49494.0,1,0,46,191,9,97,0,6,82,2,6,1,5,7,194,191.0,9.763838890179686
837,5687,1980,Graduation,Divorced,81702.0,0,0,98,563,50,774,28,31,187,1,7,7,12,3,1070,563.0,13.54817366108295
838,10856,1980,2n Cycle,Single,45889.0,0,1,42,31,0,6,0,1,8,1,1,0,3,6,15,31.0,5.089787503612752
839,5121,1977,Graduation,Single,56628.0,0,1,30,479,5,82,7,17,171,2,7,6,5,5,282,479.0,12.924884720306384
840,4186,1950,Graduation,Together,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,58,18.0,4.013194043644647
841,368,1974,Graduation,Married,40049.0,0,1,61,91,65,52,10,44,28,3,3,2,6,5,199,91.0,7.6344342080927925
842,3312,1988,Graduation,Single,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,84,5.0,1.9244818756988418
843,11121,1981,Graduation,Married,19419.0,1,0,76,2,14,28,16,3,7,4,4,0,3,9,68,2.0,0.7477012808066248
844,5332,1960,2n Cycle,Married,82504.0,0,0,2,362,50,431,134,35,54,1,3,6,7,1,704,362.0,11.894763243285965
845,5848,1970,Graduation,Together,81205.0,0,0,43,724,74,929,97,55,130,1,5,6,7,2,1285,724.0,14.562695443605758
846,10343,1991,2n Cycle,Single,61618.0,0,0,27,605,91,399,0,45,205,2,3,6,8,3,740,605.0,13.8327895894072
847,5935,1956,Master,Single,55284.0,0,1,60,547,7,140,0,7,63,3,7,5,8,5,217,547.0,13.435359417268822
848,2895,1963,Graduation,Single,49980.0,0,1,79,104,1,54,13,9,14,2,3,1,5,5,91,104.0,7.993217639245405
849,10262,1980,Graduation,Married,15072.0,2,0,96,8,2,15,0,10,18,4,3,1,3,5,45,8.0,2.6247053095507065
850,7848,1974,Graduation,Single,49166.0,0,1,17,224,2,25,7,0,110,2,5,3,3,6,144,224.0,10.267805097903535
851,9477,1954,PhD,Married,65324.0,0,1,0,384,0,102,21,32,5,3,6,2,9,4,160,384.0,12.10662641585141
852,4856,1957,2n Cycle,Married,82347.0,0,0,38,556,54,845,202,133,63,1,7,7,10,3,1297,556.0,13.499130887593488
853,7186,1966,PhD,Together,30843.0,1,1,43,24,0,2,0,0,9,2,1,1,2,5,11,24.0,4.567174118159448
854,5794,1974,PhD,Married,46374.0,0,1,1,408,0,21,0,0,17,3,7,1,7,8,38,408.0,12.32715925696261
855,1456,1979,Graduation,Single,60474.0,0,1,25,265,199,303,234,9,170,7,10,2,12,7,915,265.0,10.818445823217877
856,4877,1973,Master,Married,38576.0,0,1,2,34,0,7,0,0,0,1,1,0,3,7,7,34.0,5.28561879406011
857,425,1985,Graduation,Married,55357.0,2,0,66,374,64,116,84,25,64,3,6,2,11,5,353,374.0,12.0115378558085
858,3007,1966,Graduation,Together,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,13,27.0,4.8041017813813705
859,1031,1989,2n Cycle,Married,85710.0,0,0,5,600,20,350,29,30,33,1,6,9,10,2,462,600.0,13.799735076234168
860,4297,1969,Graduation,Together,23228.0,1,0,71,13,2,18,6,1,0,2,2,0,3,8,27,13.0,3.426646026793662
861,807,1969,Master,Together,44602.0,1,1,35,167,2,89,0,0,34,6,6,1,4,8,125,167.0,9.352477050089469
862,9553,1987,Graduation,Married,7500.0,0,0,94,0,2,3,4,1,5,1,0,0,3,6,15,1e-08,-4.544805124254636
863,4271,1989,2n Cycle,Together,38683.0,1,0,80,46,35,69,84,41,66,6,4,1,6,7,295,46.0,5.954453820834097
864,4120,1975,2n Cycle,Single,49514.0,1,0,61,88,39,78,58,13,93,2,6,1,4,7,281,88.0,7.545975285447943
865,2036,1973,PhD,Together,57906.0,0,1,29,243,11,119,10,3,15,3,4,2,8,4,158,243.0,10.532026175641482
866,115,1966,Master,Single,43456.0,0,1,0,275,11,68,25,7,7,3,5,1,8,5,118,275.0,10.942503263484797
867,4259,1986,Master,Single,19485.0,2,0,80,6,0,4,0,0,0,1,1,0,2,7,4,6.0,2.1877070981936266
868,8687,1978,Graduation,Together,53172.0,0,1,54,121,62,90,68,20,125,3,2,3,8,3,365,121.0,8.412722346160333
869,2447,1979,Graduation,Together,30545.0,1,0,71,4,12,15,19,7,12,2,2,0,3,7,65,4.0,1.6161077062721738
870,10140,1983,PhD,Together,70123.0,0,0,27,1308,0,396,23,0,0,1,5,7,4,3,419,1308.0,17.177230184400802
871,9353,1959,Graduation,Single,62450.0,0,1,61,515,47,267,62,66,38,2,5,5,4,3,480,515.0,13.201735010472484
872,3623,1976,Graduation,Together,21675.0,1,0,55,4,0,16,17,4,4,3,4,0,3,7,41,4.0,1.6161077062721738
873,738,1981,2n Cycle,Single,42395.0,1,1,35,48,13,57,24,15,25,4,3,1,4,7,134,48.0,6.052177081825573
874,7631,1978,Master,Together,61346.0,1,0,34,562,58,168,43,16,142,1,5,7,10,3,427,562.0,13.54119692816526
875,4789,1953,Graduation,Together,80812.0,0,0,95,769,22,500,210,143,33,1,4,8,5,2,908,769.0,14.81422323737576
876,773,1971,Master,Divorced,42835.0,1,1,64,379,4,93,12,9,98,7,6,6,4,6,216,379.0,12.059328047728172
877,10602,1983,Graduation,Married,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,127,29.0,4.9508101046881015
878,1446,1956,Master,Single,86424.0,0,0,12,387,68,569,89,45,68,1,6,9,12,1,839,387.0,12.13477410736162
879,3270,1978,2n Cycle,Together,17117.0,1,0,96,12,23,38,30,18,7,4,3,1,3,9,116,12.0,3.2885808404328944
880,8443,1972,Graduation,Single,24762.0,1,0,16,6,10,12,3,15,40,3,3,1,2,8,80,6.0,2.1877070981936266
881,9653,1975,Graduation,Married,35797.0,0,1,16,27,1,14,4,1,21,2,2,0,3,8,41,27.0,4.8041017813813705
882,8916,1975,Graduation,Divorced,36627.0,2,0,78,9,1,5,0,0,1,1,0,0,3,5,7,9.0,2.811601860188697
883,8017,1981,2n Cycle,Married,51111.0,1,1,83,22,0,19,6,5,3,2,2,0,3,6,33,22.0,4.395974737150925
884,5830,1972,PhD,Single,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,1215,899.0,15.481180749930582
885,4597,1970,PhD,Together,82072.0,0,0,67,889,55,685,168,92,129,1,3,2,13,1,1129,889.0,15.43266483797862
886,7023,1953,PhD,Single,46231.0,2,1,87,189,2,55,0,5,12,4,6,1,4,9,74,189.0,9.731158951330073
887,8086,1959,Graduation,Married,42243.0,1,1,34,48,0,2,0,0,5,2,2,0,3,7,7,48.0,6.052177081825573
888,8825,1962,Graduation,Together,51195.0,1,1,46,230,14,156,82,24,58,8,9,2,5,8,334,230.0,10.353081495169452
889,2930,1978,Master,Single,68092.0,0,0,7,852,60,207,78,36,48,2,2,6,10,5,429,852.0,15.249349226729327
890,1928,1973,Graduation,Married,31814.0,1,0,73,35,3,20,4,1,20,2,2,0,3,9,48,35.0,5.347881820827726
891,7108,1965,Master,Widow,51390.0,1,1,54,205,20,47,23,2,56,6,5,2,5,5,148,205.0,9.985382263648473
892,10925,1983,Graduation,Married,76630.0,0,0,93,255,31,446,40,56,175,1,3,10,11,1,748,255.0,10.69066163248752
893,9960,1991,Basic,Single,26868.0,1,0,52,0,0,1,8,3,2,1,1,0,2,7,14,1e-08,-4.544805124254636
894,8800,1943,PhD,Divorced,48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,465,437.0,12.580455435868718
895,9224,1972,PhD,Single,55260.0,0,1,81,825,8,53,11,0,242,2,8,10,5,6,314,825.0,15.111597895112277
896,5519,1956,Graduation,Together,64090.0,0,1,8,316,58,161,76,51,135,1,6,9,4,5,481,316.0,11.416885868822112
897,5046,1958,Graduation,Divorced,78331.0,0,1,97,756,138,354,160,169,61,2,10,6,7,4,882,756.0,14.742771853277057
898,7037,1974,PhD,Married,37087.0,1,0,50,194,55,134,15,0,3,3,4,2,8,6,207,194.0,9.812359298318894
899,905,1986,Graduation,Divorced,21846.0,1,0,38,7,17,18,6,10,26,4,4,0,3,8,77,7.0,2.4184891682868024
900,8624,1958,Graduation,Married,81320.0,0,0,61,183,33,493,59,103,57,1,4,3,10,2,745,183.0,9.631464370819783
901,8945,1970,Graduation,Divorced,54137.0,0,1,46,171,0,11,0,1,20,2,4,1,4,6,32,171.0,9.424125518972811
902,6445,1967,Graduation,Together,66825.0,0,0,73,243,101,405,29,40,40,1,4,5,6,2,615,243.0,10.532026175641482
903,2727,1973,Graduation,Together,57100.0,0,0,19,181,21,69,39,3,96,1,3,3,6,3,228,181.0,9.597663331554042
904,6404,1969,Graduation,Together,58917.0,1,2,10,151,7,89,0,7,28,5,4,1,6,5,131,151.0,9.051675839568142
905,11074,1977,Graduation,Single,85072.0,0,0,94,494,92,391,194,11,241,1,3,4,10,0,929,494.0,13.042157232576427
906,10150,1961,Graduation,Single,86429.0,0,0,10,464,28,873,29,18,37,0,7,4,7,2,985,464.0,12.804696382128572
907,1968,1971,Graduation,Widow,45684.0,1,0,37,5,1,5,10,0,7,1,1,0,2,7,23,5.0,1.9244818756988418
908,6534,1974,Graduation,Together,47889.0,1,0,94,29,0,29,0,5,4,1,2,0,3,5,38,29.0,4.9508101046881015
909,9485,1986,PhD,Married,45921.0,0,0,23,102,9,49,24,3,12,1,2,1,6,4,97,102.0,7.940398566488921
910,7053,1966,PhD,Single,78420.0,0,0,75,604,28,674,91,28,28,1,3,10,8,1,849,604.0,13.82619586820988
911,4654,1992,Graduation,Together,75114.0,0,0,40,571,12,523,63,60,24,1,3,10,5,2,682,571.0,13.60364053244023
912,9760,1963,PhD,Widow,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,245,953.0,15.736089713907884
913,1048,1972,Master,Married,35641.0,1,0,11,63,3,67,8,9,28,2,3,1,4,7,115,63.0,6.698231126426212
914,10619,1994,Graduation,Single,95529.0,0,0,29,770,29,890,250,27,24,1,7,3,7,3,1220,770.0,14.819680163748231
915,9308,1954,Graduation,Married,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,578,398.0,12.236540567775666
916,10505,1960,Master,Together,73113.0,0,0,86,741,19,154,50,9,28,1,3,4,7,2,260,741.0,14.659120732477342
917,8362,1982,PhD,Married,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,441,1478.0,17.760246670406875
918,2625,1954,2n Cycle,Single,42607.0,0,1,30,156,29,56,30,32,47,2,3,2,7,3,194,156.0,9.148255937257948
919,4637,1954,PhD,Single,74637.0,0,0,73,960,64,464,146,0,16,1,6,9,9,3,690,960.0,15.768298127485133
920,9972,1955,PhD,Together,46015.0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,8,38.0,5.526658828046357
921,4483,1993,Graduation,Single,72354.0,0,0,67,315,26,473,220,12,182,1,2,10,6,1,913,315.0,11.405907044500255
922,4487,1969,Master,Single,39858.0,1,0,67,15,20,25,2,7,26,1,2,0,4,6,80,15.0,3.6795049699090994
923,4988,1948,PhD,Married,34469.0,1,1,58,19,6,20,0,5,12,3,1,1,4,4,43,19.0,4.114700875314277
924,8931,1986,Graduation,Together,83033.0,1,0,82,812,99,431,237,149,33,1,11,4,10,5,949,812.0,15.044008859952914
925,5871,1979,Master,Together,24401.0,0,0,98,73,28,217,10,24,115,3,6,1,6,8,394,73.0,7.064410442533619
926,2008,1978,Graduation,Married,77583.0,0,0,93,372,23,384,250,12,108,1,4,5,9,2,777,372.0,11.992281441500818
927,3139,1982,2n Cycle,Single,74116.0,0,0,53,871,111,704,145,55,166,1,4,4,10,2,1181,871.0,15.34424719035953
928,10037,1993,Graduation,Single,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,752,375.0,12.021135799868468
929,10673,1976,PhD,Married,68397.0,0,1,6,760,80,466,17,13,80,1,6,9,5,3,656,760.0,14.764858828845123
930,5303,1974,PhD,Together,79632.0,0,0,42,471,0,510,99,21,12,1,6,4,9,2,642,471.0,12.861157616339485
931,538,1989,Graduation,Single,46107.0,1,0,78,31,9,27,16,9,33,1,1,1,4,3,94,31.0,5.089787503612752
932,7922,1951,PhD,Single,64950.0,0,1,29,819,0,72,12,0,63,2,11,2,10,7,147,819.0,15.080507511462438
933,5692,1989,Basic,Married,25443.0,1,0,82,1,4,3,8,9,7,1,1,0,3,8,31,1.0,0.0
934,4843,1952,Graduation,Single,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,630,203.0,9.95447427052749
935,6383,1971,PhD,Together,32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,20,26.0,4.7275278557368985
936,1628,1971,Graduation,Together,71796.0,0,0,54,354,21,311,167,75,32,1,9,3,4,4,606,354.0,11.815216136155076
937,1204,1970,PhD,Married,67536.0,0,1,45,1253,0,447,23,71,35,3,11,5,11,8,576,1253.0,16.975885968144276
938,3673,1971,Graduation,Single,55239.0,0,1,59,371,17,238,23,24,106,3,7,5,11,5,408,371.0,11.98262277763356
939,760,1975,PhD,Divorced,60554.0,1,0,8,588,7,76,110,15,15,2,8,4,9,6,223,588.0,13.719513920278409
940,8957,1952,2n Cycle,Single,64831.0,1,1,51,480,86,249,75,86,144,8,6,3,5,6,640,480.0,12.932791802779013
941,4128,1962,PhD,Together,56067.0,0,1,51,517,12,54,16,6,120,2,7,4,7,5,208,517.0,13.21666517251201
942,6810,1983,Graduation,Divorced,82025.0,0,0,76,267,98,606,48,70,98,1,3,2,6,1,920,267.0,10.843547463147504
943,5386,1953,Graduation,Together,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,1191,1111.0,16.421974109647632
944,8700,1986,Basic,Single,14906.0,0,0,86,7,7,14,7,16,15,3,2,1,3,7,59,7.0,2.4184891682868024
945,3202,1987,PhD,Married,51563.0,0,0,60,1166,0,48,0,0,36,1,4,4,10,8,84,1166.0,16.642762742169186
946,1328,1982,2n Cycle,Married,57937.0,0,1,56,261,42,144,55,48,133,3,4,4,9,3,422,261.0,10.767793559031706
947,8405,1979,Graduation,Divorced,68274.0,1,1,83,135,25,51,23,25,46,2,4,2,5,3,170,135.0,8.724744614284834
948,6515,1977,Graduation,Together,39771.0,1,0,92,6,2,18,2,8,14,1,2,0,3,4,44,6.0,2.1877070981936266
949,2882,1975,2n Cycle,Divorced,67893.0,0,1,31,711,28,142,49,18,47,2,3,2,9,8,284,711.0,14.48775337356244
950,7574,1979,PhD,Together,27922.0,1,0,80,11,0,13,2,4,11,1,2,0,3,4,30,11.0,3.141177513258352
951,6387,1976,PhD,Together,52190.0,1,1,39,42,0,17,0,0,18,3,2,1,3,5,35,42.0,5.7485559152302335
952,5320,1973,Master,Divorced,44051.0,1,1,20,79,7,58,6,3,18,4,3,1,4,6,92,79.0,7.265587744031633
953,5048,1971,PhD,Single,42767.0,2,0,53,20,6,43,19,5,38,1,3,1,2,8,111,20.0,4.212101396812377
954,8146,1976,Master,Together,46106.0,1,1,84,30,0,8,2,0,14,1,1,1,2,6,24,30.0,5.021207078408531
955,10031,1976,PhD,Married,16927.0,1,1,50,20,2,23,3,1,4,5,3,0,4,8,33,20.0,4.212101396812377
956,5748,1965,Graduation,Married,59754.0,0,1,96,115,27,44,4,146,139,3,5,2,6,5,360,115.0,8.270269401868468
957,2134,1952,Graduation,Single,53700.0,0,1,94,263,5,233,69,41,83,4,5,5,8,5,431,263.0,10.7931951976462
958,1523,1973,Graduation,Married,59041.0,1,1,25,69,2,15,2,2,6,2,2,0,4,5,27,69.0,6.922966538373008
959,9665,1957,PhD,Divorced,54237.0,0,1,48,267,3,30,4,0,57,4,5,2,5,6,94,267.0,10.843547463147504
960,4640,1967,Graduation,Divorced,70647.0,0,1,65,561,85,171,25,123,114,2,4,7,13,2,518,561.0,13.534210454643295
961,3635,1962,PhD,Single,52597.0,0,1,69,492,0,37,7,0,42,3,6,3,8,5,86,492.0,13.02668361878943
962,3547,1969,Master,Together,41021.0,1,0,12,14,7,9,6,16,12,2,2,0,3,6,50,14.0,3.55661921042866
963,2456,1975,PhD,Married,40233.0,0,1,84,80,4,46,0,17,2,5,2,1,5,6,69,80.0,7.297942795558118
964,5633,1980,Graduation,Married,50183.0,1,1,47,97,12,84,13,10,15,7,3,1,6,5,134,97.0,7.804705505414121
965,7801,1959,Graduation,Together,54753.0,0,1,87,197,107,227,7,59,131,3,5,2,11,4,531,197.0,9.860294910385706
966,10489,1973,Graduation,Married,92955.0,0,0,35,693,21,925,31,24,84,1,6,7,9,2,1085,693.0,14.382193194498264
967,7011,1973,Graduation,Married,33471.0,1,0,47,43,2,27,0,9,12,3,3,0,4,7,50,43.0,5.801425746914014
968,2620,1974,PhD,Married,34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,9,14.0,3.55661921042866
969,3933,1980,Graduation,Together,44010.0,1,0,46,186,36,234,86,72,48,6,10,2,6,9,476,186.0,9.681626876236603
970,10981,1988,Graduation,Married,84219.0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,764,434.0,12.554874643185238
971,1734,1968,PhD,Together,40706.0,2,1,37,59,0,11,4,2,5,4,3,0,4,7,22,59.0,6.538897752269748
972,10995,1988,2n Cycle,Married,15716.0,1,0,8,16,5,30,8,7,26,3,3,0,4,8,76,16.0,3.7961258512559892
973,6357,1959,2n Cycle,Divorced,59052.0,0,1,29,230,35,75,63,57,31,3,7,1,7,5,261,230.0,10.353081495169452
974,9209,1971,Master,Together,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,735,829.0,15.132226459730148
975,10286,1962,Graduation,Married,83715.0,0,0,2,318,8,407,150,35,8,1,2,8,13,0,608,318.0,11.438762046170812
976,2611,1959,Master,Together,82576.0,0,0,66,1206,55,445,168,18,18,1,2,4,12,1,704,1206.0,16.798260737831683
977,1600,1965,Master,Married,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,119,292.0,11.145511525439897
978,3308,1952,Graduation,Married,35704.0,1,1,54,30,9,12,2,11,30,3,2,0,4,4,64,30.0,5.021207078408531
979,5407,1954,Graduation,Together,53103.0,0,1,70,729,17,133,11,0,195,5,10,6,7,7,356,729.0,14.59123849363124
980,2166,1960,2n Cycle,Widow,46779.0,1,1,55,12,1,3,0,0,7,1,0,1,2,4,11,12.0,3.2885808404328944
981,3955,1965,Graduation,Divorced,4861.0,0,0,20,2,1,1,1,0,1,0,0,0,0,14,4,2.0,0.7477012808066248
982,6634,1979,Master,Divorced,33462.0,1,0,78,22,3,18,0,0,11,1,2,0,3,7,32,22.0,4.395974737150925
983,3056,1978,Graduation,Divorced,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,563,587.0,13.712771058592256
984,5718,1950,Graduation,Married,80763.0,0,0,17,674,168,108,192,42,231,1,5,11,6,3,741,674.0,14.268409903189985
985,6872,1974,PhD,Married,65352.0,0,1,43,284,3,84,4,7,23,2,4,2,8,4,121,284.0,11.051166170867212
986,8164,1978,PhD,Married,82170.0,0,0,13,1023,93,651,49,55,37,1,5,6,7,2,885,1023.0,16.050184985881064
987,4580,1969,Graduation,Married,75759.0,0,0,46,1394,22,708,89,91,182,1,9,7,9,5,1092,1394.0,17.479142268531536
988,9305,1976,2n Cycle,Single,79689.0,0,0,65,311,26,640,180,37,121,1,4,9,13,2,1004,311.0,11.361716559922037
989,453,1956,PhD,Widow,35340.0,1,1,1,27,0,12,0,1,5,2,2,0,3,5,18,27.0,4.8041017813813705
990,8545,1954,Graduation,Divorced,85683.0,0,0,6,1296,17,311,45,69,51,1,2,4,10,1,493,1296.0,17.13387479662759
991,9850,1972,2n Cycle,Married,24884.0,1,0,32,3,6,7,0,0,3,1,0,0,3,7,16,3.0,1.2398505612761228
992,7378,1981,Master,Together,42021.0,1,0,34,393,5,136,7,5,27,5,10,1,6,9,180,393.0,12.190560109485576
993,7646,1989,Graduation,Single,64449.0,1,0,70,218,63,282,137,35,70,4,5,3,12,4,587,218.0,10.180718442280423
994,1640,1954,Graduation,Divorced,64587.0,1,1,49,66,0,16,0,6,20,2,1,1,4,3,42,66.0,6.812602003185636
995,5184,1995,Graduation,Single,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,19,4.0,1.6161077062721738
996,8492,1978,Graduation,Together,75437.0,0,0,25,795,0,545,95,58,0,1,8,4,10,6,698,795.0,14.954331004271337
997,11188,1957,Graduation,Together,26091.0,1,1,84,15,10,19,8,17,20,3,2,1,3,5,74,15.0,3.6795049699090994
998,1212,1973,Graduation,Married,52845.0,1,0,7,384,25,292,130,41,64,3,8,8,6,6,552,384.0,12.10662641585141
999,9097,1956,Graduation,Divorced,46086.0,0,1,34,244,8,32,7,2,50,4,3,1,8,4,99,244.0,10.545477548959052
1000,10473,1956,PhD,Widow,78028.0,0,1,38,158,19,288,25,0,38,1,6,4,9,7,370,158.0,9.186209069497446
1001,7962,1987,PhD,Single,95169.0,0,0,1,1285,21,449,106,20,20,1,4,3,4,1,616,1285.0,17.093854962103933
1002,9984,1981,2n Cycle,Married,56337.0,1,1,25,349,16,144,28,5,182,5,8,5,4,8,375,349.0,11.76478062203563
1003,5527,1987,Graduation,Together,22434.0,1,0,25,4,12,11,3,13,15,2,2,0,3,8,54,4.0,1.6161077062721738
1004,6374,1954,PhD,Married,36930.0,0,1,50,223,2,31,0,2,39,5,5,2,4,8,74,223.0,10.25341871143492
1005,7453,1954,Graduation,Single,36130.0,0,1,46,157,43,127,68,56,37,6,3,8,4,4,331,157.0,9.16727989024167
1006,8952,1953,Master,Married,65569.0,0,1,96,397,46,288,20,38,70,2,6,5,10,3,462,397.0,12.227380857455598
1007,241,1952,Graduation,Together,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,673,901.0,15.490833106876492
1008,8975,1968,Graduation,Married,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,55,14.0,3.55661921042866
1009,6119,1963,PhD,Single,36736.0,1,1,52,10,0,3,0,0,4,1,1,0,2,6,7,10.0,2.9828618582312485
1010,5236,1979,Graduation,Together,77568.0,0,1,30,1230,0,396,232,178,158,1,10,2,8,5,964,1230.0,16.889628069110472
1011,5723,1976,PhD,Together,49187.0,0,1,63,81,1,31,2,1,0,1,1,1,5,2,35,81.0,7.329982268134915
1012,1710,1978,Graduation,Single,30168.0,1,0,51,154,20,66,0,12,27,7,6,1,4,9,125,154.0,9.109919344052521
1013,1970,1968,Master,Together,34053.0,0,1,14,63,0,21,7,0,12,1,3,0,3,8,40,63.0,6.698231126426212
1014,5313,1971,Master,Married,38196.0,1,1,20,30,0,11,0,0,3,3,2,0,4,5,14,30.0,5.021207078408531
1015,10634,1951,Master,Married,59412.0,0,0,56,90,67,165,30,43,11,1,4,2,8,3,316,90.0,7.605205382323789
1016,7010,1965,2n Cycle,Married,70924.0,0,0,41,635,114,254,132,152,76,1,6,6,7,3,728,635.0,14.026739533392123
1017,8562,1969,Graduation,Together,54165.0,0,0,72,127,4,73,15,6,11,1,2,1,7,2,109,127.0,8.549739886101817
1018,3158,1973,Graduation,Married,32300.0,1,0,1,13,3,6,6,5,6,1,1,0,3,8,26,13.0,3.426646026793662
1019,4436,1976,Graduation,Single,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,119,18.0,4.013194043644647
1020,5287,1973,Graduation,Married,34961.0,1,0,77,45,2,26,4,1,1,3,3,1,3,7,34,45.0,5.904337473196736
